Marca temporal,"Imagine que está en una conferencia de Educación. Un colega que trabaja en otra Institución Educativa le pregunta si recientemente probó algo diferente con sus alumnos que produjo resultados positivos, negativos, interesantes o mixtos.  Comparta aquí lo que le contaría a su colega:",Sugiera un #hashtag o título para su respuesta anterior:,P1 Mi experiencia produjo…,Pensando en la experiencia/ejemplo que compartí…Me enfoqué en…,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de…,Lo que hice fue a pesar de…, Las decisiones fueron influenciadas por…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes de les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Institución Educativa,Tipo,Esta situación me generó una sensación de…, Esta situación pasa…,Esta situación está relacionada con…,Grado en el que enseña, Género, Edad, El nivel de educación
10/27/2020 9:49:51,"Claro colega. Recientemente emprendí una estrategia maravillosa con algunos de mis estudiantes: la creación de Podcast. El título de la estrategia es SAPIENS (inspirada en el historiador Yuval Noah Harari). Busca repensar lo humano desde diferentes perspectivas: las ciencias sociales, las artes, el deporte... y muchas otras que vayan surgiendo. Te invito a que nos sigas en Instagram sapiens_rs y en nuestra página web https://tallerdesaberes.wixsite.com/misitio",#Repensandolohumano,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Las restricciones de tiempo,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ROSALIA SUAREZ,,Felicidad,Con Frecuencia,Innovación / creatividad,"9, 10, 11",Hombre,40 a 49,Postgrado
10/27/2020 9:51:35,Al colega le contaría que probé una nueva experiencia metodológica con miis estudiantes y que ésta dió resultados positivos.,LA LÙDICA COMO HERRAMIENTA METOLÓGICA  DE MOTIVACIÓN EN LA ENSEÑANZA-APRENDIZAJE EN LOS ESTUDIANTES.,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ROSALIA SUAREZ,,Felicidad,Todo el tiempo,Innovación / creatividad,,,,Primaria
10/27/2020 9:53:19,"En una clase virtual los estudiantes hicieron un regalo simbólico a sus compañeros y  pudieron expresar sus sentimientos y emociones. Fue una clase muy bonita y expresiva, en la cual algunos niños socializaron mensajes muy especiales a sus compañeros.",Mi regalo especial,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ROSALIA SUAREZ,,Felicidad,Con Frecuencia,Relación con los estudiantes,3,Mujer,50 a 59,Postgrado
10/27/2020 9:53:23,"Hay varias, pero la última fue muy emotiva para los niños y les ayudó a compartir sentimientos personales. Se trató de la semana de la convivencia realizamos varias actividades de la confianza y valorar la familia el saber vivir con el otro y lo otro.",Aprender a vivir con el otro y con lo otro,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ROSALIA SUAREZ,,Felicidad,Con Frecuencia,Cómo resolver conflictos,3,Mujer,40 a 49,Postgrado
10/27/2020 10:21:59,"Si, claro, positivos",# positivo mi,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ROSALIA SUAREZ,,Felicidad,Todo el tiempo,El trabajo en equipo,,Mujer,50 a 59,Primaria
10/27/2020 11:43:58,Compartir saberes,Compartir experiencias,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ROSALIA SUAREZ,,Felicidad,Todo el tiempo,Innovación / creatividad,,Mujer,40 a 49,Postgrado
10/16/2020 10:18:31,"En el proceso virtual, no había  contemplado la educación física en los encuentro, incorpore actividad física iniciando y los resultados en el tiempo de las actividades mejoraron.",#movimientoabrelamente,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:20:41,"Que siempre se debe trabajar diversas actividades, para observar que tan acertada y cercana es la comunicación entre el docente y sus estudiantes. ",#comunicación#participación,Resultados mixtos,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:29:29,Solo le diría que me descrédito la respuesta de un estudiante que expreso lo interesante de ser humano y lo importante de cuidar la tierra ya que un extraterrestre le informo lo malo de no cuidar el planeta esa experiencia me impactó ya que se expresó de tal manera que fue casi real ese encuentro.,Encuentro de dos mundos.,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Prácticas establecidas,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:29:55,"hola, profesora te cuento que  implemente con los estudiantes los vodcast, cuya herramienta me permite compartir todo lo que deseo que ellos aprendan identifiquen y creen, dándoles la oportunidad de que las puedan observar, escuchar en diferentes momentos del día, cuando requieran recordar algún concepto o profundizar en algunos temas, igualmente los estudiantes utilizan esta herramienta para enviar sus evidencias de lo aprendido. es la oportunidad de implementar diferentes formas de mantenernos cerca de la comunidad.",la distancia no es una dificulta es una oportunidad mas,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:34:53,Realice una clase de ciencias únicamente con experimentación yo realicé un experimento explicativo y ellos tenían que realizar varios experimentos y luego exponerlos a los estudiantes sobre cambios químicos y propiedades de la materia.. Fue un éxito ya que el estudiante fue protagonista y la explicación la hacía a sus pares se observó un aprendizaje significativo ,#descubramos el mundo experimentando,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:36:06,"Si, recientemente me he conectado con mis estudiantes una vez por semana por medio de la plataforma Meet
Al comienzo pensé que solo lo harían uno o dos por las dificultades de conectividad y estoy aterrada que lo han hecho hasta en un 75 por ciento
Esto ha mejorado mis clases porque se han visto muy motivados",#innovandoeducacion,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:43:14,"La pandemia por el Covid-19 no sólo nos condujo a una educación remota, sino que de alguna manera me permitió conocer un poco mas el contexto de mis estudiantes; algunos encaminados hacia una educación propositiva, preocupados por su porvenir y su propio bienestar; interesados, motivados, enfocados en el fin y no en el medio; lo que me llena de gran satisfacción. Otros, en cambio, me dejan un sin- sabor, pues su principal preocupación radica en estar en el espacio físico de la escuela, porque sus padres o cuidadores ya no ""soportan"" su presencia en casa, por múltiples circunstancias. Esto me lleva a pensar ¿ Cuál es el significado  que tienen de  la escuela? ¿ la escuela  será vista como un espacio  netamente para el cuidado de los niños? ",Los tiempos de pandemia,Resultados mixtos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:06:35,"implementación de  estrategia que promueva el cooperativismo por medio de recursos  interactivos, los estudiantes la encontraron muy divertida, activa y mejoraron sus aprendizajes a través de la investigación y la conceptualización de forma dinámica, de la actividad entre pares y del uso de herramientas tecnológicas e informativas. ",la estrategia,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:07:02,"Trabaje con los estudiantes , partiendo de  un proyecto de medio ambiente y celebraciones, además el horario de clases es diferente, un trabajo de toda la temáticas de las  áreas (fundamentales), las demás áreas de manera transversal de manera continúa , para luego pasar a otra área. El trabajo fue muy dinámico y se realizaron variadas actividades que permitieron la integración de las familias, concursos con premios especiales,, experimentos, montajes artístico , entre otros.","Estrategias pedagógicas conectadas con el ser , el hacer y la familia",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:14:34,"Le contaría que si, constantemente estoy en búsqueda de herramientas que quizás le funcionan a mis compañeros para emplearlo en mis actividades académicas.  
En ocasiones los profes no compartimos o pedimos estrategias porque creemos que nos van a decir que somos malos docentes y no tenemos manejo de grupo.
",#Porelfuturodetod@S,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/16/2020 10:55:56,"Durante la cuarentena y esta nueva forma de aprender, tele- trabajo o aprendiendo desde casa ""online"", los aprendizajes significativos y las experiencias han sido muy amplios, esta grata experiencia inicia el 16 de marzo, con el rumor de que ya ha llegado a nuestro país el Virus Covid 19, adelantando nuestro periodo o receso de vacaciones de mitad de año y entrando a un momento muy significativo que realmente dividió la historia de la educación y de nuestra existencia, como propuesta institucional se acordó el día 17 de marzo que se utilizarían el sitio web de la institución y la herramienta blogger para tener comunicación directa con las estudiantes, como ese día 17 estuve incapacitada no recibí ninguna instrucción para la creación de la herramienta y empieza mi reto.
Primero fue aprender a crear un blog online para mis estudiantes a través de un tutorial en YouTube, esa misma semana me matricule en un curso el cual tuvo una duración   de 2 meses en  la universidad Ceipa de Sabaneta el curso fue  "" Preparaciòn metodologica y recursos didácticos basado en Ed virtual"" y  todo el periodo de mis vacaciones fue invertido en este aprendizaje pues requería estar muy preparada para recibir mis estudiantes el 20 de abril,  en esta oportunidad dada por el Ceipa,  aprendí  a construir una guía virtual, diagnosticando necesidades, aprendí a preparar un curso virtual, que metodologías son mas usadas, a motivar estudiantes, aprendí que en la educación virtual, el protagonista es el alumno y aprendí como programar y desarrollar una clase sincrónica.
en este mundo de experiencias directas con  la tecnología y el internet tuve la posibilidad de practicar directamente con diferentes herramientas tan útiles para mis próximas clases virtuales, entre ellas:  canva, padlet, genially, mindomo, pixton, kahoo, edpuzzle, screencast, trello y muchas mas Apps QUE HAN SIDO FUNDAMENTALES para dictar la materia que amo, en este nuevo proceso y reto que me ha puesto la vida.
A través de mi motivación y basada en la metodología de auto-aprendizaje tome la decisión de aprender a usar la aplicación classroom de la G-suite de google, pues me parecía mucho mas útil y fácil el manejo no solo para mi, sino para mis estudiantes y asì fue, con una excelente guía virtual donde las estudiantes interactuaban en cada uno de los entregables con nuevas aplicaciones en linea, clases muy bien programadas y visualización de fechas de entrega de cada uno de los entregables online, ademas toda la ilusión, recibí las estudiantes aquel 20 de Abril, pensando en lo bien preparada que estaba, las recibo y primer dificultad, eran muchas conectadas y varias de ellas no pudieron entrar a la presentación de mi guía virtual.
Ahí todos aprendimos que debíamos trabajar por grados.
Pasadas dos semanas las estudiantes a través de su directora de grupo se quejan de mi metodología, el rector me hace un llamado y una madre de familia también hace su comentario a través del correo,  siempre he usado plataformas virtuales en mi enseñanza aprendizaje, pues amo la tecnología y siento que ha llegado a facilitarnos la vida porque no aprovecharla? sin importar las dificultades continué mi camino, tratando de hacer todo muy bien y que mis estudiantes aprendieran aprovechando que el 100% de ellas tienen conexión, en mis clases les explique y recalque la importancia de aprender y no perder nuestro norte aunque las circunstancias fueran diferentes.
Ahora no hay muchas inconformidades y me siento muy feliz, pues desde  Marzo 17 no paro de aprender y de enseñar siento que ha sido muy productivo este break que he tomado en mi vida personal y  profesional  y sigo preparándome para lo que venga lo importante es continuar vivos y saludables.
Finalmente puedo agregar que las horas extras de trabajo que paso frente al computador han sido tan interesantes, pues antes pasaba varias en las redes sociales,  ahora el tiempo no me da para entrar a ellas, mi meta esta en que mis estudiantes aprendan y que queden muy satisfechas al recibir sus feedback.",#quebuenaexperiencia,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Habilidades y capacitación,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,CENTRO EDUCATIVO PEDREGAL ALTO,,,,,,,,
10/30/2020 10:42:52,"Crear una página de Podcast, en la que los estudiantes comparten, vía audio, las actividades.",#podcastrinando #aforismo,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,"9, 10, 11",Hombre,50 a 59,Universitario
10/30/2020 10:43:19,Apliqué lo aprendido en mi capacitación de Inspiring Teachers,#aprendizajesignificativo,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,La forma cómo los estudiantes aprenden,"8, 9",Mujer,30 a 39,Universitario
10/30/2020 10:44:51,"Si probé nuevas herramientas informáticas que me permitieron hacer una clase amena, dinámica, pero muy enriquecedora. Donde pude también evaluar a los estudiantes y aplicar la coevalucion y la autoevaluacioautoevaluación ",#sipodemoscomunicarnosmejor,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,Innovación / creatividad,"7, 10, 11",Hombre,40 a 49,Postgrado
10/30/2020 10:45:03,Compartí una nueva experiencia con mis estudiantes en la clase de hoy ,#miexperiencia,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Las restricciones de tiempo,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,De vez en cuando,La forma cómo los estudiantes aprenden,7,Hombre,50 a 59,Postgrado
10/30/2020 10:46:15,"EXPERIENCIA DE TRABAJO EN EQUIPO DE LABORATORIO, EN EL CUAL NOS PRESENTAN DIFERENTES APLICATIVOS PARA TRABAJAR E INTERECTUAR CON LOS ESTUDIANTES DE UNA COMUNIDAD EDUCATIVA.",EXPERINCIAS INTERACTIVAS,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,El trabajo en equipo,"6, 7, 11",Hombre,50 a 59,Postgrado
10/30/2020 10:46:16,le hablaría de esta experiencia que nos están promoviendo,INNOVANDO EN EDUCACION,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Angustia/miedo,De vez en cuando,Innovación / creatividad,6,Hombre,50 a 59,Postgrado
10/30/2020 10:47:16,Interesante,Sigamos siempre adelante,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,no estoy seguro,De vez en cuando,El trabajo en equipo,"6, 7",Mujer,50 a 59,Postgrado
10/30/2020 10:47:24,Usé un software educativo para geometria,#geo,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,Innovación / creatividad,8,Hombre,40 a 49,Postgrado
10/30/2020 10:48:37,"He probado con mis alumnos, el trabajo en blog personal y los resultados han sido satisfactorios, permitiéndoles utilizar y construir narrativas excelentes",Mis palabras Vs mi imaginario,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,La forma cómo los estudiantes aprenden,"6, 7, 10, 11",Mujer,15 a 19 años,Postgrado
10/30/2020 10:49:48,"Las clases virtuales requieren que el docente busque estrategias para cautivar a los estudiantes. Por ello, el uso de imágenes, sonidos, videos y juegos es muy importante. En las últimas clases de historia he tratado de hacer paralelos entre el pasado y el presente, para ello me he valido de cuadros compartidos que no tienen texto sino imagen, en los cuales los estudiantes interrogan la ""novedad"" del presente. ",#ElPresenteDelPasado,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,Mi aporte a la humanidad/al mundo/a los demás,6,Hombre,30 a 39,Postgrado
10/30/2020 10:50:08,"Imagínate compañera que cree un blog de inglés esto me da la posibilidad  de subirles videos, explicaciones de clases talleres , reforzar temáticas que hayamos vistos, entre canciones en inglés, link de páginas en inglés online gratuitas, otras cosas a los estudiantes y así reforzar el proceso enseñanza aprendizaje que iniciamos en él aula.",#venxandrateacher.blogspot.com,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Aplicar lo aprendido haciendo cosas concretas,Habilidades y capacitación,,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,Innovación / creatividad,"9, 10, 11",,40 a 49,Postgrado
10/30/2020 10:50:30,"Actualmente las estrategias son nuevas y novedosas para los niños, trabajar compartiendo de audios para mejorar la imaginación de capítulo por capítulo de un libro ""El Principito"", de dónde parten las actividades de las diferentes guías para trabajar en casa.","Trabajo en casa con ""El Principito""",Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,La forma cómo los estudiantes aprenden,,Mujer,50 a 59,Postgrado
10/30/2020 10:50:47,He realizado actividades por medio de TIC (geogebra) buscando generar interés en los estudiantes para el aprendizaje.,#enseñanzageogebra,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,Tecnología y herramientas digitales,"10, 11",Hombre,30 a 39,Universitario
10/30/2020 10:51:52,"Desde el área de matemáticas implementamos juegos interactivos ,donde se planea de manera estratégica, la parte teórico práctica del tema de trabajo, donde hay una participación colectiva por parte de los estudiantes con el acompañamiento de la docente ,donde a partir de situaciones problemas aplicados a la temática de trabajo por grupos construimos las respuesta con base en los aprendizajes teóricos vistos ,donde de manera comunitaria entre todos nos corregimos errores dudas e inquietudes, repasamos conceptos y ",juntos somos +,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Habilidades y capacitación,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,El trabajo en equipo,9,Mujer,15 a 19 años,Universitario
10/30/2020 10:51:56,"Efectivamente, en estos tiempos de pandemia por los que estamos pasando, me ha tocado aprender y probar cosas diferentes para poder continuar con mi qué hacer educativo. A veces funcionan bien y otras, no tanto.",#Retos de la pandemia,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,no estoy seguro,Muy rara vez,Cómo resolver conflictos,4,Mujer,50 a 59,Postgrado
10/30/2020 10:52:00,"Permitirle a los alumnos escribir en cada inicio de clase de lo que ellos quieran pero atendiendo a dos parámetros: Tipo de lenguaje, cantidad de palabras. ","Escribirme, libera. ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,Mi aporte a la humanidad/al mundo/a los demás,11,Mujer,40 a 49,Universitario
10/30/2020 10:52:53,"El día de hoy en el colegió  recibimos una capacitación de paisaje Narrativos donde nos proponen diferentes estrategias desde las tic par los estudiantes, donde se resalta las narrativas para conocer los imaginarios de los alumnos y profes, lo cual sería una herramienta muy valiosa para dar valor y significado a las construcciones que hacemos como institución educativa desde los imaginarios de de sus miembros.",Rescatando la escucha saludable en los alumnos.,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,La forma cómo los estudiantes aprenden,,Mujer,,Primaria
10/30/2020 10:53:37,"Me ha dado muy buen resultado el club de lectura con los niños de cuarto grado, han sido muy participativos y les gusta mucho escuchar los cuentos y también crearlos.",#amantesdelalectura,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,La forma cómo los estudiantes aprenden,4,Mujer,40 a 49,Universitario
10/30/2020 10:53:46,Conforme grupos de monitores para atender a grupos de la escuela en actividades de extensión comunitaria y de promoción de la recreación y utilización del tiempo libre,#compartirtuvidaconalegria,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,El trabajo en equipo,10,Hombre,60 a 69,Universitario
10/30/2020 10:53:50,Con esta situación actual he probado diferentes estrategias para el trabajo con los niños los juegos interactivos han sido un buen apoyo para el trabajo ,#pandemiaysolucioneseducativas,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,Tecnología y herramientas digitales,,Mujer,40 a 49,
